Review,Rating
"I just use this product only 2 days. previously i used Hp intel pentium gold, since i used my old laptop 7 year's. and i feel more comfortable also have good battery back up. come to lenovo its take time to reboot the app's. also worst battery max 2.5- 3 yrs depend on works. also you cant use multi task at the time. come to processor compared to intel pentium gold, AMD ryzen not yet good. i suggesting in this budget you can get Hp brand laptop.",2
"Super laptop
NYC look",5
"Battery is poor..2hrs maximum..hangs sometimes.. Not recommended. Windows 10 and Ms Office is there.
The Design of the lap is good.",2
its not thats fast..it just takes a lot time in booting it crashes repeatedly it not so far good but with price its avg....design is pretty nice overall it can get a teo star.,2
"Don't think of buying this product. Trust me, you will regret to the deepest point. Highly disappointed with not just Lenovo but Flipkart too.",1
Awesome device,5
good laptop just for normal activity purpose,4
"Got it from 24990,best laptop for this price range.",4
Very nice looking laptop,4
"If you are buying for browsing, and as a student. Then it's good. You can go for it. But if you use it for video editing, other hard work then search for 50k above.",4
"Very good laptop. Iam using from 3 months
There is no issue with this laptop..
Battery- 4hrs
Display-awesome
Little bit slow, but it's enough for my work...",4
"4gb ram
1TB HDD
AMD Ryzen 3 (which is equal to i3 7th gen)
Windows 10 pre installed
MS office preinstalled for life time
MeAfee anti virus for 1yr
15.6 inches FHD display
Dolby sound
Overall pretty good under 30k

But, the main worst part is cooling fan sound is too disgusting",5
Device speed is very slow not up to level doesn't worth for price,2
Battery power is low...fan sound is high... don't buy this product,1
It hangs a most while..better to get upgraded ram to 8 g or 12 gb then there could be some hike in performance..,3
"Much more better than Intel i3 processor
Best budget laptop .......",5
I hate it. Its performance is very slow. It takes too much time open Ms excel. Now think about about the other applications. Think before you purchase this laptop.,1
PC is very slow. Brought based on review from you tube. All are fake a good laptop will cost more. I can't even use smoothy for Normal office work. Any applications take at least 10-15 seconds for opening.,2
Nice Laptop....,4
"Don't buy , worste laptop",1
Not bad,5
Laptop is too slow. Even windows 98 pc is faster than this laptop.,1
Within 8 months keyboard is not working properly,1
"Very slow laptop.
After a month of using it this is my review; from the time of switching it on to switching it off it takes forever.
Generally laptops become slow after using for a significant period of time, but this laptop is slow after a week of basic use of MS Word ONLY!",1
It's owsome,4
Laptop functioned only for8 months. Never ever buy e-goods thru Flipkart. They won't provide any after sales services. I reported the matter to Flipkart and Lenovo but the matter not cleared even after two weeks.l lost my money.,1
Best of the best performance.....Trust worth and user friendly lapy....,5
"This product is not good but it's better !!
Fastly hanged problem....& battery is discharge vry fast...so i think it's not good",5
"Good one for daily use but but slow
Macfree is just for 1 month
Display good
Battery ok
Dolly effect is good
If you want just for projects and ms office use go for it touchpad is good",3
"If you sleep this laptop and reopen it takes 30 to 100sec
It's very slow
Not value for money after 1 month",2
Nice laptop for beginners,5
"This laptop is very slow working. It taking 3 minutes for starting window. And after start its work Very slow. My money waste for this laptop.
I never suggest to any one for buy this laptop.",1
Laptop look is very good. Performance is very slow. Speed is too slow.,3
I am Fully Happily Satisfied.,5
Good quality.,5
This is no have to more purchase in this Flipkart app this is very poor response and in responsibility this type app customer service less than 1 month this is the very very best waste and waste service to Flipkart no one respond no one call to me no one listen any problems no solve the problems this type of online business is very very very e shameless,1
"Worst product. Don't buy it. Very slow laptop. Don't waste your money.
Go for dell or hp",1
"Bought a month back, The worst product i have ever used !! Very very poor performance , never and ever buy this product ! Wish to breakdown to pieces but i spent around 28k",1
Takes too much time to start. Hanging problem.,3
"Don't buy this..

Very ordinary processor, it hangs a lot..
Cannot use it even for official use..

Cheap things are not the best and best things are not cheap!!!

BUY HP or a DELL Latitude..",1
Don't think more?just go for it?,4
Works very slow,3
Nice!!!!! Good Budget Laptop.........Highly Recommended,5
I am writing this Review after using this product after 1 & half month. I purchased this product for my wife which she is currently using for her office work. Good thing about this laptop is it has good screen and performance is also good. Keyboard has number which is again a useful feature for working person. Only thing which flipkart promised & was not fulfilled was it will come with 1 year mcafee antivirus protection it got expired in one month.,3
"Not at all worth the money, it is very slow. If you try to open two apps together it will not perform the task well and get hanged. Battery backup is also not at all good, max three hours backup I am getting with this new laptop.",1
Best laptop under budget i am using more than 2 months I would suggest u to buy this under an average price,4
"Good, but bit slow.",4
Very bad processing. PC very slow. Not work the money. Trust me. Dont buy this,1
Excellent product value of money,5
"Horrible performance after a year, keyboard quality is very poor the backspace button was broken.... Not advisable for heavy users... Actually this device is not good for basic surfing too.... Lenovo should stop the production of this scrap... As u can see the booting is so slow that it never starts before 10mins and now it has crossed it limit by taking more than 30 mins but still has not booted...",1
"Does not come with McAfee antivirus 1 year subscription free as mentioned in product description but when raised a request by providing screenshots of product description which I took while placing order, Flipkart asked me to purchase McAfee 1yr license and then provide them with invoice which they then refunded to me in wallet, thanks Flipkart, awesome support. Tapping device is erratic, will need wireless mouse as soon you purchase this laptop. Will need to upgrade atleast 4GB extra DDR4 RA...",3
Good,5
Good quality of sound and display ...battery backup upto 3hr max..,4
"Too slow, rest everything ok.",3
"Extremely slow and pathetic laptop.
It takes forever to start this laptop.
I recorded the lag time for opening applications and was surprised to see how come a laptop be this slow in current times. My 1998 PC is faster than this junk.
It takes 1 min 2 sec to open web browser, 38 seconds to open another tab in web browser. around 3 minutes to open zoom meeting and stabilize streaming of online meeting.
This is when I have not installed any other application apart from whatever comes packaged ...",1
Touch pad is so bad.,2
System is very very slow and laggy.. dont go fo this.,1
Good,4
Very nice product,5
"I have brought this a month ago
But its showing is warranty period already used 6 of month. And i only got 6 month of remaining period.
Online its a scam please dont buy online also not all are genuine parts. Please dont buy online",1
